tokens	生活	心理学	电影	游戏	恋爱	音乐	大学	心理	情感	互联网	社会	人际交往	教育	汽车	医学	法律	爱情	文学	动漫	SNH48	人生	健身	学习	手机	健康	英雄联盟（LoL）	旅行	X 是种怎样的体验	美食	程序员	创业	高考	NBA	大学生	小说	物理学	金融	足球	婚姻	摄影	工作	编程	生活经历	恋爱心理	刀塔（DOTA 2）	男朋友	电视剧	留学	女生	篮球	明星	日本	阅读	女朋友	大学生活	中国	经济	女性	文化	职业规划	脑洞（网络用语）	投资	家庭	减肥	考研	哲学	计算机	设计	网络游戏	生活方式	数学	生物学	英语	知乎	高中	苹果公司 (Apple Inc.)	Android	科技	感情	股票	职场	体育	电子竞技	美容护肤	单机游戏	运动	父母	小米科技	军事	微信	影视评论	生活常识	同性恋	美国	iPhone	汽车选购	日本动漫	经济学	故事	心理咨询	分手	猫	ACG	科学	服饰搭配	小米手机	王者荣耀	电子商务	手机游戏	时尚	恋人相处	淘宝网	艺术	医生	流行音乐	男同性恋	个人情感咨询	产品经理	电影推荐	结婚	娱乐	宠物	职业发展	前端开发	冷知识	儿童教育	市场营销	保险	语言	腾讯	社会现象	化学	理财	中医	SNH Group	笔记本电脑	炉石传说（Hearthstone）	娱乐圈	朋友	书籍	演员	英语学习	哔哩哔哩	狗	美剧	书籍推荐	动画	建筑	社会心理学	成长	漫画	DotA	二次元	魔兽世界	烹饪	商业	社交网络	家庭教育	移动互联网	科幻	就业	人性	装修	公务员	人生规划	计算机科学	微软（Microsoft）	房地产	汽车行业	北京	Java	男生	宠物饲养	歌曲	城市	写作	暴雪娱乐 (Blizzard)	社会学	道德	研究生	性格	自然科学	男性	上海	韩国流行音乐（K-Pop）	人工智能	广告	学生	银行	股票市场	信息技术（IT）	留学美国	Android 手机	求职	微博	摇滚乐	化妆	搞笑	跑步	动物	异地恋	心理健康	百度	大学专业	软件	绘画	台湾	相亲	饮食	价值观	金庸	智能手机	医疗	罗永浩	单身	家庭关系	网络小说	相声	编程语言	影视	警察	建筑设计	睡眠	会计	学习方法	经历	青春	育儿	孤独	武侠	魅族科技	新闻	教师	Steam	房价	绝地求生：大逃杀（PUBG）	买房	诗词	化妆品	情商	生理学	IT 行业	钢琴	应用程序（软件）	华为	人力资源（HR）	耳机	大学生就业	计算机网络	Python	清华大学	iOS	武术	C++	Microsoft Windows	游戏开发	职业	衣服	谷歌 (Google)	翻译	阿里巴巴集团	女性心理	JavaScript	飞机	科研	游戏设计	日常心理分析	周杰伦（人物）	吉他	恋爱技巧	锤子科技	美女	女性主义	中国历史	单反相机	Android 开发	情绪	天文学	汉语	养生	高中学习	日本动画	海贼王（ONE PIECE）	高中生	食物	医院	NBA 球员	律师	诗歌	购物	互联网产品	中国经济	爱	土木工程	演技	基础护肤	新浪微博	学校	招聘	辩论	面试	女同性恋	网络安全	歌手	媒体	一个人的生活	Linux	犯罪	出国	社会心理	古典音乐	C（编程语言）	美术	日本文化	礼物	Adobe Photoshop	摄影技巧	赚钱	生物	追求女孩	表白	机器学习	偶像	支付宝	三国	考试	微信公众帐号	法律咨询	韩国	用户体验	失恋	颜值	日语	华语流行音乐	人文abc	模拟联合国	摄影器材	期货	用户界面设计	军事装备	PlayStation 4	歌词	知乎用户	销售	留学日本	iOS 应用	留学英国	锤子手机	吃货	创业公司	人生意义	室内设计	知乎社区	逻辑	漫威（Marvel）	城市生活	日剧	博士	爱情困惑	音乐人	日本漫画	互联网创业	英格兰足球超级联赛（Premier League）	腾讯 QQ	音乐推荐	地理	食品安全	小说创作	Mac	北京大学	韩国流行音乐团体（GROUP）	医学生	金庸小说	电脑硬件	心理调节	高考志愿	Windows 10	游戏策划	外貌	唱歌	英雄联盟职业联赛（LPL）	购机咨询	算法	用户体验设计	索尼 (Sony)	权力的游戏（美剧）	航空	品牌	风险投资（VC）	产品	网易云音乐	操作系统	家居	驾驶	高三	孩子	行为心理学	财务	985 工程大学	应届毕业生
上海 哪个 医院 看 膝盖 积水 比较 好 ？ ， 我妈 从 去年 开始 膝盖 浮肿 ， 5 月 来 始肿 的 特别 厉害 。 走 不了 路 ， 试 了 很多 偏方 。 什么 蜜蜂 蛰 啊 ， 贴膏药 ， 拔火罐 。 都 没用 ， 也 过去 医院 抽 积水 什么 的 ， 打 了 针灸 。 也 没见 好转 ， 这次 想 去 上海 好 的 医院 看 。 知道 的 朋友 请 说 一下 那个 医院 看 膝盖 积水 好 （ 最好 是 部队 医院 ） 感激不尽 ！ ！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
杰拉德 和 兰帕德 不能 共存 具体表现 在 什么 地方 ？ ，	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
今年 大四 ， 准备 参加国 考 。 ？ ， 今年 大四 ， 准备 参加国 考 。 会计专业 ， 但 没有 考取 会计 从业 资格证书 ， 现在 会计证 考试 已经 取消 ， 想 问问 在 国考 报考 的 时候 ， 会计专业 相关 岗位 会 要求 必须 有 会计证 吗 ？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
法棍 面包 的 吃法 ？ ， 听说 欧洲人 把 当天 吃不完 后来 变硬 的 法棍 面包 多 做 餐包 食用 还有 别的 吃法 么 正宗 餐包 怎么 做 的	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
玩游戏 如何 怼 那些 没 素质 的 人 ？ ， 楼主 玩游戏 如果 自己 坑 了 ， 遇到 被 骂 的 情况 绝对 不会 还 嘴 。 但是 有时候 明明 是 那些 人 的 锅 ， 明明 是 他们 意识 不好 ， 他们 却 恶人先 开口 ， 上来 骂 我 ， 而且 我 又 骂 不过 。 所以 ， 请问 大家 应该 如何 去 怼 他们 ， 越 简单 越 恶毒 越 好 ， 但是 最好 不要 带 脏字 。	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吃 人 的 尸体 道德 吗 ？ ， 首先 它 肯定 违法 ， 犯 了 侮辱 尸体 罪 ， 我 想 知道 的 是 为什么 法律 要 这么 规定 ？ 是 我们 预先 假设 它 就是 这样 的 ？ 还是 说 它 是从 其它 假设 推导 出来 的 ？ 人有 尊严 是因为 什么 ？ 人 生前 的 尊严 能否 延续 到 死 后 ？ 如果 因为 怕 伤害 相关 人员 的 感情 那么 是不是 一个 没有 亲人 朋友 的 人 死 后 就 可以 被 别人 吃 了 ？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
现实生活 中 的 新垣 结衣 是 “ 罗圈腿 ” 吗 ？ ，	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
为什么 速写 都 要 把 模特 画得 那么 丑 ？ ， 与 模特 本身 无关 ， 很多 在校 速写 作品 （ 大部分 ？ ） 会 把 模特 画得 很丑 。 其实 模特 本人 就是 一般 长相 ， 甚至 还有 的 长得 不错 。 但是 一 落到 纸面 上 就 感觉 老 了 十多岁 。 为什么 不能 把 模特 画得 好看 一些 呢 ？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
如何 评价 吴世勋 主演 的 电影 《 独孤 rewind 》 ？ ， 《 独孤 Rewind 》 是 改编自 同名 网络 人气 漫画 的 网络 电影 ， 讲述 的 是 代替 因 学校 暴力 而 死 的 哥哥 ， 为 粉碎 一进会 的 姜赫 的 完美 复仇 故事 ， 由 电影 《 恶女 》 的 武术 导演 参与 制作 ， 《 恶女 》 副 导演 担任 执导 。 据 工作人员 透露 ， 该 电影 初 定 一集 10 分钟 ， 共 20 集 ， 并 将 于 2017 年 12 月 1 日到 2018 年 5 月 30 日为 影片 前置 、 拍摄 、 后置 的 工作 时间 ， 预计 将 于 2018 年 下半年 正式 上映 。 该片 80% 涉及 动作 戏 ， 目前 ， 姜赫 的 扮演者 世勋 已 积极 进入 武术 训练 中 。 期待 吴 演员 。	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
你 遇到 过 哪些 反 人类 用户 体验 ？ ， 最近 遇到 两个 反 人类 用户 体验 ： 1 火车票 开车 前提 前 两个 小时 退票 ， 去 火车站 路上 堵车 ， 赶不上 火车 想 退票 或者 改签 ， 这个 时候 官网 没有 这个 服务 了 ， 只能 本人 在 火车 出发 之前 赶到 火车站 持 本人 身份证 改签 ！ 如果 我能 开车 之前 赶到 ， 我 还 用 改签 么 ！ ！ 2 搜狐 视频 APP ， 晚上 睡觉 前 追美剧 ， 奈何 寝室 网速 不给力 ， 这个 时候 APP 竟然 调到 了 下 一集 开始 播放 ， 反复 如此 ， 这种 产品 体验 为了 （ KPI , 点击率 ） 完全 不 考虑 用户 的 感受 ， 反复 几次 ， 卸 了 有没有 遇到 哪些 反 人类 的 用户 体验 ？ 相似 问题 ： 有 哪些 反 人类 的 科技 发明 或 设计 ？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
一 上市 急 着 买 iPhone6 的 人 是 什么 心态 ？ ，	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
哪些 瞬间 你 感觉 你 参加 了 假 的 OI / ACM 竞赛 ？ ，	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
